,author,author_link,text,date,likes,comments,shares,theme
62,Rola Jeaid,https://www.linkedin.com/in/rola-jeaid-0317ab122?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAB5fqGUB_Ykg0-efjseJr2soPcpXY5tbh94,"Yesterday, I stood at the finish line of a journey that tested every ounce of my resilience — and I delivered.After 4 months of sleepless nights, intense deadlines, and deep personal growth, I officially defended my Capstone Project — the final chapter of my MSBA journey.But the universe had more in store.On the very same day, I was honored to be inducted into Beta Gamma Sigma, joining a global network that celebrates excellence, leadership, and integrity in business.This moment isn’t just mine.To my family, work family, and friends — your love, patience, and endless support were the quiet strength behind every milestone. I felt you with me in every step.To Dr. Sirine Taleb, PhD and Dr. Ahmad El Hajj, Ph.D , your support made a huge difference for me during this period. Thank you!I would like to extend my deepest gratitude to my professors Bijan Azad and Fouad Zablith whose passion for teaching and commitment to our growth were a true inspiration. The knowledge and values you’ve shared with us have left a lasting impact—your guidance has shaped not just our education, but our outlook as future professionals.This isn’t just the end of a project. It’s the beginning of everything I’ve been working toward.Always grateful, humble and thankful!hashtag#CapstoneComplete hashtag#BetaGammaSigma hashtag#MSBA hashtag#BusinessAnalytics hashtag#Gratitude hashtag#ProudMoment hashtag#BeyondTheDegree",2025-04-25 12:46:57,22,12,0,education
63,Valérie Sturbois,https://www.linkedin.com/in/valeriesturbois?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAAvV0QBMlfzFxS-QdfDa3tQ5MVwF19e-n4,"📢 Fière de partager une nouvelle étape dans mon parcours professionnel: j’ai obtenu la certification ""Stratège de la transformation numérique"" délivrée par Ecole Polytechnique Executive Education✴️ Un Master Exec avec un programme intense, passionnant, qui m’a permis de prendre du recul sur les grands enjeux du digital, de challenger mes pratiques et de repartir avec des outils concrets pour piloter la transformation en entreprise✨ Merci aux intervenants inspirants et à la promo pour la richesse des échanges !Yohann Garcia Ali ARMAND, Ph.D Erwan LE PENNEC Thierry Rayna Christophe Vannier Jean Christophe Brandeleer Digali GABFIKA-CAMS l PMP I CFEhashtag#TransformationDigitale hashtag#Leadership hashtag#Stratégie hashtag#Innovation hashtag#Polytechnique hashtag#DigitalMindset hashtag#Womenintech",2025-04-25 11:46:57,43,14,0,education
64,Gnénéma Coulibaly,https://www.linkedin.com/in/gn%C3%A9n%C3%A9ma-coulibaly-94772823b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADu64UcB9w2FibpzLH9ywPcHLTn85uMJ63g,"🎤 BADBUZZ : Choquer pour briller… mais jusqu’où ?🔥 Un colloque qui ne laissera personne indifférent ! 🔥Notre promotion de Mastère Management de la Communication à ISCPA - Institut Supérieur des Médias Lyon vous invite à son événement de fin d’année, le 26 juin à partir de 17h30, pour une immersion dans l’univers du Badbuzz.𝗔𝘂 𝗽𝗿𝗼𝗴𝗿𝗮𝗺𝗺𝗲 :- Conférence exclusive animée par des professionnels de la communication.- Ateliers participatifs pour comprendre, débattre, et interroger sur les limites du Badbuzz volontaire et involontaire.Ce colloque est le fruit d’un travail collectif, engagé et passionné. Nous avons voulu questionner les stratégies de communication qui flirtent avec la provocation, et leurs conséquences : entre visibilité et controverse, où placer la limite ?🎟️ Entrée gratuite sur inscription via notre site internet : https://lnkd.in/e7EPwJvQ 👉 Professionnels, étudiants, curieux ou passionnés de communication : nous vous attendons nombreux pour échanger et débattre ensemble.Parce que choquer peut faire briller… mais à quel prix ?Groupe IGENSIA Education | ISCPA - Institut Supérieur des Médias | Patrick Girard",2025-04-25 10:46:57,25,1,1,education
65,Oladotun Ajayi,https://www.linkedin.com/in/oladotun-ajayi-precious?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADM7uocBoslHpOpZNPFyXiMUKQDt3S7NKnw,"Had a conversation that left me both inspired and proud, Africans are building some of the most impactful products in the world.Earlier this week, I had a chat with the COO at Unicollegelink, Japhet Ikuni and I left that conversation thinking, we’re really doing big things on this continent.unicollegelink isn’t just another “study abroad agency.”It’s a full platform built by Africans, for Africans, to make global education more accessible and less overwhelming.- Access to international schools and information that helps your decision making. 🇨🇦🇫🇷🇬🇧🇩🇪🇺🇸🇦🇺🌏-  International school matching tailored to your budget and your goals-  Visa application support- Real-time tracking of your admission process-  One-on-one consultations and a deeply supportive team- And most impressively, they’ve already supported over 20,000 students across Africa.That number alone blew me away.What stood out even more was their mission:“We don’t just want to help you study abroad. We want to see you succeed abroad.”As someone who cares deeply about access and opportunity for African students, this hit home. It’s easy to dream about studying abroad, but having the right people and tools to guide you? That changes everything. Unicollegelink changes everything.So if you (or someone you know) is considering the idea of a degree abroad, in the UK, France, USA any country at all, check out unicollegelink.com. The team is brilliant. The platform is solid. And the impact is real.",2025-04-25 10:46:57,110,7,2,education
66,dorsaf aloui,https://www.linkedin.com/in/dorsaf-aloui-bb580a245?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADzPejkBCShOfoc-mmyOfARmYKQMvYzppF8,"🧩 Nouvelle publication scientifique Je suis fière de partager notre article récemment publié dans l’International Journal of Early Childhood Special Education :📄 L'efficacité de l'organisation du travail et de l'environnement dans le développement des compétences cognitives chez les enfants autistes dans le cadre du programme TEACCH – Expérience à Tunis en 2024.🔗 Lire l'article : https://lnkd.in/erxpxS2ZCette étude met en lumière l'impact positif d'un environnement structuré, tel que proposé par le programme TEACCH, sur le développement cognitif des enfants autistes. Elle souligne l'importance de l'organisation du travail et de l'environnement dans l'accompagnement de ces enfants.Un immense merci à mes co-auteurs et à tous ceux qui ont contribué à cette recherche. 🙏hashtag#Autisme hashtag#TEACCH hashtag#psychologie hashtag#ÉducationSpécialisée hashtag#Recherche hashtag#Neurosciences hashtag#Inclusion hashtag#Tunisie hashtag#SantéMentale hashtag#Enfance",2025-04-25 12:46:57,3,2,0,education
67,Tara McLaughlin,https://www.linkedin.com/in/tara-mclaughlin-8846691a6?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADAmz6QBtwYvCbFV26zIWx62tuQQaaid5U4,"📢Indulgent post alert!! 📢 I returned from a wonderful two weeks of leave this week and was surprised to see a huge flurry of reactions and comments on my LinkedIn to my recent 5 year anniversary!! I started at Ajar Technology at the beginning of a global pandemic and lockdown with no idea of what to expect or if this total career change was the right move for me after 10 successful years in education. The years have flown by, but we never really stop to think about all of the wins, achievements and relationships built, as we're caught up in the day to day targets, problem solving and priorities, so I stopped and had a think back over the past 5 years, and reflected on a number of personal and professional ""firsts""... 🤴Invite to Buckingham Palace (pinch me!! OMG What will I wear??!), 🎤speaking on a Spotify Podcast (totally famous!!), 🦶first (and hopefully only) major surgery after breaking both ankles within 6 months (don't ask!!), 🌍presenting at International Industry Events in Brussels and Barcelona, 🏅winning awards and securing contracts and putting together some great company events. And not forgetting the many new genuine friendships with great partners and clients developed over this time. Here's some highlights over the years, and here's to stopping, reflecting and celebrating the all the positives!! I wonder what I’ll get up to over the next 5 years 😀",2025-04-25 09:46:57,51,10,0,education
68,Chetak Buaria,https://www.linkedin.com/in/chetak-buaria-ba95343?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAACcwLEB4ywvhw7F9AlMRTWOWDa1Y_XF9LI,"I’m proud to see my daughter as one of Merck’s Curiosity Ambassadors! Merck Group has always believed that curiosity is the spark that drives discovery and elevates humanity. Curiosity Cube™ initiative, a solar-powered mobile science lab, is bringing hands-on STEM experiences to students across Europe, North America, and Africa—reaching 60,000 young minds in 19 countries this year alone.As a Curiosity Ambassador, my daughter will be part of this inspiring movement to ignite curiosity in kids, fostering their passion for science, technology, engineering, and mathematics. With interactive lessons on cutting-edge topics like artificial intelligence, Merck is showing children that science isn’t just about learning—it’s about imagining, discovering, and shaping the future.Thank you, Merck Group, for empowering the next generation to explore STEM and for breaking down barriers to science education. Together, we can inspire kids to ask the big questions, uncover new possibilities, and ultimately elevate humanity through discovery.Visit here to learn more: https://lnkd.in/dsU4aYRBhashtag#CuriosityAmbassador hashtag#CuriosityCube hashtag#STEMEducation hashtag#SparkingDiscovery hashtag#ElevatingHumanity",2025-04-25 11:46:57,123,5,0,education
69,Hsiu-Cheng Faina Chang,https://www.linkedin.com/in/hsiu-cheng-faina-chang-55870b16b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACiBkVQBJF-UJpYZGNY3G_xLMNVKL50nsgo,"🌏 Looking for the ideal place to advance your career and ensure an excellent education for your family? hashtag#Taiwan could be your next great destination!Taiwan is rapidly becoming a global hub for education and innovation, driven by a robust public education system and ambitious government initiatives. With a clear vision to attract 320,000 international students by 2030—and support over 210,000 of them in building successful careers locally—Taiwan is making significant investments in global talent through generous scholarships, streamlined residency procedures, and dynamic collaborations between universities and industry leaders.🎓 Why choose Taiwan?-World-class yet affordable higher education-Outstanding K–12 education system with global top rankings-Strong government support for educational equity and innovation-Safe, welcoming, and family-friendly environment-Thriving industries linked closely to academic research and talent development🚀 Ready to explore a brighter future? Taiwan isn't just shaping education—it's inviting you to become part of an exciting global success story.👉 Discover more about why Taiwan is the perfect place now in my latest article: “A Window of Opportunity: How Taiwan’s Universities Can Rise Amid U.S. Trade and Visa Policy Shifts.”Your future awaits—join Taiwan’s inspiring educational journey today!hashtag#TaiwanEducation hashtag#GlobalTalentHub hashtag#StudyInTaiwan hashtag#AcademicOpportunity hashtag#FutureReady",2025-04-25 10:46:57,1,0,0,education
70,Pamela (Theophilus) Gardner,https://www.linkedin.com/in/pamela-theophilus-gardner-71557180?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABErPcEBIoTaAaBSx06nu7SYMZ2fw6AXfqs,"hashtag#collaboration hashtag#communication hashtag#accuracy In response to irritated listeners of a BBC radio 4 programme yesterday (24/4/25), reported as: Guest ""Chickpeas have as much protein as meat"". Presenter: ""Sold"".   Oops! Presenter was misled. Inference from guest was an equality in protein terms, whereas biological value (BV) is greater from an animal source – related to deficiency of some amino acids in plant sources. Important note: Deficiency does not necessarily mean absent. It is the relative proportions in animal sources that are better suited to the functioning of the human body. However, the BV from plant sources can come closer to the BV100 of animal sources by combining pulse and cereal proteins in the same meal.(BV of protein is distinct from the bioavailability of micronutrients from different food sources.)",2025-04-25 11:46:57,0,0,0,education
71,Lyly Petit-Fournier-Lemetre,https://www.linkedin.com/in/lylylemetre?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAALItRkB_DnU508kXFibhehyGjTV0X9ipaw,"👏🏼 visite de nos étudiants de 3eme année en design graphique ESDAC, école de Design, Arts Appliqués et Communication ACE Education 🍀 Atelier d’artiste du 59 Rue de Rivoli 🍀Thibaut HUVELLE Timothée LASBLEIS Aurelie VALLÉE PERRAUD Nathalie SUSSFELD Sindie Aissa Romain Delamare",2025-04-25 09:46:57,5,0,0,education
72,Abla Divine NEGLOH,https://www.linkedin.com/in/divine-negloh-203875230?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnK-eMByzPonWocapOOXnnBjKDGjAaSduU,"🎤 BADBUZZ : Choquer pour briller… mais jusqu’où ?🔥 Un colloque qui ne laissera personne indifférent 🔥Notre promotion de Mastère Management de la Communication à ISCPA - Institut Supérieur des Médias vous invite à son événement de fin d’année, le 26 juin à partir de 17h30, pour une immersion dans l’univers du Badbuzz.Au programme :📣 Conférence exclusive animée par des professionnels de la communication.🧠 Ateliers participatifs pour comprendre, débattre, et interroger sur les limites du Badbuzz volontaire et involontaire.Ce colloque est le fruit d’un travail collectif, engagé et passionné. Nous avons voulu questionner les stratégies de communication qui flirtent avec la provocation, et leurs conséquences : entre visibilité et controverse, où placer la limite ?🎟️ Entrée gratuite sur inscription via notre site internet : https://lnkd.in/e-8vpc-t 👉 Professionnels, étudiants, curieux ou passionnés de communication : nous vous attendons nombreux pour échanger et débattre ensemble.Parce que choquer peut faire briller… mais à quel prix ?Groupe IGENSIA Education | Campus René Cassin ISCPA - Institut Supérieur des Médias - GROUPE IGS | Patrick Girard | Aude Ristat | Claire Labaune | Camille Meteyer",2025-04-25 10:46:57,12,0,0,education
73,Dr. Joanna Siekiera 周 钺,https://www.linkedin.com/in/dr-joanna-siekiera-%E5%91%A8-%E9%92%BA-6512b3194?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAC2bKt0B4Hx923jz9fQsdHl2kKcTQuyvJEQ,"🇵🇱 Szanowni Państwo, jak co roku serdecznie zapraszam na organizowaną przez siebie hashtag#IndoPacyfik międzynarodową konferencję ANZORA (Australia, New Zealand, Oceania Research Association). Tegoroczna, już 17. edycja, odbędzie się na Akademii Sztuki Wojennej 13 maja (9:00-13:00).📣Podczas konferencji odbędą się dwa panele - pierwszy w j. angielskim, a po przerwie kawowej w j. polskim. Moim ogromnym zaszczytem będzie zaś oficjalna promocja mojej najnowszej książki dla Routledge Education ""International Law and Security in Indo-Pacific: Strategic Design for the Region""🌏Serdecznie zapraszam na wydarzenie! Wśród prelegentów m.in. Jordan J. Foley, Dr. Lidia Wiśniewska (리디아 위스니에프스카), Jon Siegler, Dariusz Zdziech, Joseph Tshilomb Jonathan, Clay Shane, Tomasz Rutkowski i ja!🏅 Plakaty przygotował Tomasz Rutkowski, jeden z naszych wspaniałych prelegentów! hashtag#Oceania hashtag#ANZORA hashtag#Pacyfik hashtag#PacyfikPołudniowy hashtag#OceanSpokojny hashtag#AzjaPacyfik hashtag#Routledge hashtag#Law hashtag#Security hashtag#PacificLaw hashtag#PacificSecurity",2025-04-25 09:46:57,20,5,1,education
74,LA FNIM,https://www.linkedin.com/company/la-fnim/posts,"🧐 Avez-vous déjà voté pour votre Prix Coup de Cœur de la 4e Bourse hashtag#FNIM de l’Information Santé 💙 ?🔥🔥🔥 Dépêchez-vous : clôture des votes le 30 avril...Ne tardez pas !📅 Comment participer ?✔️Découvrez les 5 projets en compétition (en dessous)✔️Votez pour votre projet favori via ce lien https://lnkd.in/egFYu5BULes 5 projets en compétition: 1️⃣ « Les épreuves invisibles » par Drepacare x ESCP Business School - ESCP - MSc Biopharmaceutical Management 2️⃣ « Diminuons significativement l’errance diagnostique des maladies rares » par AIDY Association x Master Marketing Pharmaceutique et Technologies de Santé / Université Paris-Saclay3️⃣ « Rayonner Ensemble » par RoseUp Association x ESCP Business School/ ESCP - MSc Biopharmaceutical Management 4️⃣ « Les cerveaux de l’avenir » par ARTC | Association pour la Recherche sur les Tumeurs Cérébrales 🧠 🔬 x Mastère Spécialisé Manager marketing et Commercial - TBS Education5️⃣ « Chaque enfant mérite une chance de guérir ! » par ASECANTO - Association de soutien aux enfants cancéreux du Togo x ESCP Business School - ESCP - MSc Biopharmaceutical Management 🚀🚀🚀 hashtag#SaveTheDate La remise de la Bourse hashtag#FNIM de l'information santé 2025 sera 📆 le jeudi 22 mai 2025 ⏰ à partir de 9h📍 à SantExpo - Porte de Versailles - Paris pendant la Remise des Prix du Podcast Santé Francophone du Festival de la Communication Santé x MedShake Studio 👂✨🙏 Merci à nos sponsors pour cette nouvelle édition :- Sponsor Or : Les Laboratoires Pierre Fabre Dermo-Cosmétique - Sponsor Argent : Le Festival de la Communication Santé - Sponsor Bronze : L’Agence Henri8 & Basil Strategies, spécialiste de la communication en santé numérique. Et à nos partenaires de toujours :❤️ Pharmaceutiques❤️ Festival de la Communication Santé ❤️ Club Digital Santé❤️& BigBangSanté - Le Figaro.N'hésitez pas à partager pour toucher un maximum de personnes 🚀👋 Isabelle Genin - HealthXpertise - Denise Silber - Maxime Clément - Elena Zinovieva - Chrystel Tanguy -Ouk - Pierre-Louis PROST - Laurent Tordjman - Eric Phélippeau - Pierre-Henri Freyssingeas",2025-04-25 10:46:57,9,0,1,education
75,Susan Charlesworth,https://www.linkedin.com/in/susancharlesworth?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAfh0psBl0hr8MPhvZdpix1_X1NjpmxisG8,"She quietly changed hundreds of lives, including mine.Last night I went to the retirement do of my friend and former colleague, Kathie Bowden.We worked together at the UK Space Agency during Tim Peake’s Principia mission. I was focused on education; Kathie was championing skills and careers for university students and early-career professionals.She founded the SPIN programme (Space Placements in Industry) which has helped hundreds of young people gain experience in the space sector.She’s one of those people who makes things happen behind the scenes. No fuss. No ego. Just steady, purposeful impact.She is also a mentor to me. A listening ear, a calm presence, someone who believed in growing the next generation and made time to support others along the way.Last night’s celebration was full of people whose careers have been shaped by her work.It reminded me how powerful one person can be, and how important it is to create opportunities, even when no one’s watching.Here’s to the Kathies of the world.And to being that person for someone else.---Image of some of the UK Space Agency’s Education and Skills team, past and present. And Vicky Jewell, PhD who is taking the reins from Kathie at the Catapult.",2025-04-25 12:46:57,44,3,0,education
76,François Boché,https://www.linkedin.com/in/fran%C3%A7ois-boch%C3%A9?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEfF6jUB1KEJbn3S49LAuvUEdYy8ISR-Cng,"Un avant-goût de la remise de diplôme 🎓Ce jeudi 24 avril, j’ai eu la chance d’assister à la remise des diplômes du groupe IONIS Education Group au Palais des Congrès à Paris. Un moment fort, rempli d’émotions.Mais ce qui a rendu cette expérience encore plus spéciale, c’est d’avoir pu contribuer à l’organisation de l’événement : de la mise en place de la salle à l’accueil des diplômés, en passant par les derniers ajustements en coulisses.Un vrai honneur de représenter l’ISEFAC et de participer, à ma manière, à ce grand jour pour tant d’étudiants.Dans deux ans, ce sera à mon tour de vivre ce moment sur scène. D’ici là, il me reste encore de nombreux projets passionnants à mener, quelques partiels à passer, et surtout beaucoup à apprendre.Et entre nous, découvrir les coulisses d’un tel événement, c’est tout simplement inoubliable ! Un immense merci à toute l’équipe de l’ISEFAC et du groupe IONIS Education Group pour cette belle expérience. Et une mention spéciale à Roxanne CARPANETE pour son discours inspirant, qui nous a rappelé avec force et sincérité à quel point l’ISEFAC est bien plus qu’une école : c’est une véritable famille 🫶🏼hashtag#Ionis hashtag#Isefac hashtag#RemiseDeDiplômes hashtag#Backstage",2025-04-25 10:46:57,14,0,1,education
77,Lilie David-Ruget,https://www.linkedin.com/in/lilie-david-ruget-28ba202ba?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEyue4sBPYpgICS4D-mp0tQm7_u585I1TM0,"🎤 BADBUZZ : Choquer pour briller… mais jusqu’où ?🔥 Un colloque qui ne laissera personne indifférent 🔥Notre promotion de Mastère Management de la Communication à ISCPA - Institut Supérieur des Médias vous invite à son événement de fin d’année, le 26 juin à partir de 17h30, pour une immersion dans l’univers du Badbuzz.Au programme :📣 Conférence exclusive animée par des professionnels de la communication.🧠 Ateliers participatifs pour comprendre, débattre, et interroger sur les limites du Badbuzz volontaire et involontaire.Ce colloque est le fruit d’un travail collectif, engagé et passionné. Nous avons voulu questionner les stratégies de communication qui flirtent avec la provocation, et leurs conséquences : entre visibilité et controverse, où placer la limite ?🎟️ Entrée gratuite sur inscription via notre site internet : https://lnkd.in/dWBuswYV👉 Professionnels, étudiants, curieux ou passionnés de communication : nous vous attendons nombreux pour échanger et débattre ensemble.Parce que choquer peut faire briller… mais à quel prix ?Groupe IGENSIA Education | ISCPA - Institut Supérieur des Médias | Patrick Girard l Camille Meteyer l Aude Ristat l Campus René Cassin",2025-04-25 10:46:57,19,1,0,education
78,"Mohammad Al Shuraiaan, BEng",https://www.linkedin.com/in/malshuraiaan?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACGxYfEBW-rerhVItcpivJI3qxlo0kbS-vo,"Proud to announce SINFIN’s partnership with NXG a strategic alliance that goes beyond collaboration to drive a movement for sports development across the GCC. I am excited to work along Darren Bowman BSc in building customized educational and developmental programs for athletes, coaches, clubs, schools, and organizations, creating a sustainable pipeline of talent to meet the region’s growing demand for world-class training solutions.hashtag#SportsDevelopment hashtag#GCC hashtag#Sinfin hashtag#NXG hashtag#TalentPipeline hashtag#SportsEducation hashtag#FutureOfSports",2025-04-25 12:52:57,5,3,0,education
79,Dr. Dorcas Akorfa Kpatsi,https://www.linkedin.com/in/dorcas-akorfa-kpatsi?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADDfW_wBDeGcKn59-Isf6_Om3UIt9OHhFlw,"𝐈 𝐂𝐨𝐧𝐪𝐮𝐞𝐫𝐞𝐝 𝐭𝐡𝐞 𝐅𝐞𝐚𝐫 𝐨𝐟 𝐅𝐚𝐢𝐥𝐮𝐫𝐞📍📍Have you ever had the fear of failure?Yeah… that was me.I’ve been through many milestones in life, but the fear of not achieving this one—becoming a pharmacist—kept me on my toes for months.I knew how much my parents and family had invested in my education. I couldn’t afford to disappoint them. Not to mention the many people who believed in me and held high expectations.So I made a choice: focus on two things—my books and my God.It was a constant back-and-forth between prayer and my study room.And guess what? It ended in praise.Today, even months after passing my professional exams, I sit back with a heart full of gratitude—to God, to myself, and to the amazing people who supported me.Yes, I did a great job💃💃.Yes, I am my own superstar🎊🎊.So you know what? Like, comment, repost, and tag that friend, colleague, or family member who needs to be reminded that they can do it too.hashtag#linkedinelevationbootcampcohort3hashtag#growthchallengewithdrlinkedin#PharmacyMilestone#Gratitude",2025-04-25 10:46:57,16,25,0,education
80,Raj Sanghvi,https://www.linkedin.com/in/raj-sanghvi-1812b0209?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADTnI_EBhYGpmQ21cpkekd4PIn25r6tE__A,"Maharashtra's GDP is now more than UAE's GDP! $543 billion versus $528 billion. For a single Indian state to outpace a global economic hub is no small feat and deserves recognition. But before we start celebrating, it's important to look deeper. Maharashtra’s GDP per capita stands at just $4,370, while the UAE's is a staggering $46,518. That’s a 10x gap, highlighting that overall GDP doesn’t automatically mean prosperity for the people. What really matters is how that wealth is distributed and whether it translates into better jobs, healthcare, education, and infrastructure. Maharashtra has the scale, now it needs to convert that into quality of life for its citizens. True progress will come not from topping GDP charts, but from lifting every segment of society along the way.Photo Credit - INDmoney",2025-04-25 13:31:57,37,13,0,education
81,Mehwish Anwar,https://www.linkedin.com/in/mehwishanwar?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABhxGL8BWWo8fcadzuYguSCqjvqcOtWbYtw,"Looking for a Supply Chain Associate @ LAAM Technologies! Ready to power the engine behind Pakistan’s leading online fashion marketplace? If you're passionate about logistics, operations, and efficiency, this is your chance to shine. ✨🔹 Role: Supply Chain Associate 📍 Location: LAAM Warehouse, Gajjumata – Lahore 📅 Working Days: Monday to Saturday (10 AM – 6 PM) 🎓 Education: BBA in Supply Chain, Logistics, or a related field 📌 Experience: Fresh to 1 year – prior warehouse experience will be a big plus!What You’ll Be Doing: ✅ Plan and optimize daily pickup schedules to keep logistics running smoothly ✅ Monitor and update logistics activities in real-time ✅ Analyze trip times and processing durations for improved turnaround ✅ Ensure stock pickups are executed on time and with precision ✅ Identify cost-saving opportunities to keep our supply chain agile and competitive💡 This is your opportunity to work at the heart of fashion-tech operations and gain hands-on experience in a fast-paced startup environment.👉 Apply now: https://lnkd.in/dj8ARzu2Let’s make fashion faster and smarter—together. 💥",2025-04-25 08:46:57,52,10,3,education
82,Baker Hughes,https://www.linkedin.com/company/bakerhughes/posts,"As part of our sustainability framework, we believe in making a positive impact on the communities where we live and work. This starts with a strong culture that places sustainability at the top, which is reinforced through our daily actions and sustainable choices. One way our employees do this is through volunteering and participating in community events. Their efforts span initiatives that support environmental conservation, education, health, community well-being, and safety.While the photos below are a small representation of some of our sustainability superheroes in action, we want to thank all of our volunteers worldwide for helping to foster social cohesion and cultivate a more sustainable world. Join us in celebrating sustainability superheroes and their incredible contributions by recognizing someone in the comments who is making a difference in their communities! 🌟  hashtag#CommunityImpact hashtag#Sustainbility hashtag#EarthDay2025 hashtag#Volunteering hashtag#Volunteerism",2025-04-25 11:46:57,92,1,3,education
83,Asuquo Asuquo,https://www.linkedin.com/in/asuquo-e-asuquo?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAU8IREBs9XYe-UNra52lwm-Tbw8U4I5Tzs,"This article provides a comprehensive overview of the role of technology and artificial intelligence in education in 2025. It explores the current landscape of educational technology, including hardware, software, and online platforms, and delves into the transformative impact of AI on personalized learning, automated grading, and teaching tools. The article also examines the benefits and challenges of integrating these technologies, showcases successful implementations worldwide, and discusses potential future trends and ethical considerations. Ultimately, it aims to offer a balanced perspective on the evolving role of technology and AI in shaping the future of education.https://lnkd.in/dMtfRdCK",2025-04-25 12:46:57,1,0,0,education
84,Tim Kneller,https://www.linkedin.com/in/timkneller?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABUxlkBnsnBRmIZ6CKA6bPfKUvcx5_EjY8,"Within the last two weeks Dover District Council have announced an exciting new plan to revitalise Dover town centre, by working with a private sector partnership to boost regeneration and economic growth in Dover.The work will focus on Dover’s delivery of the adopted local plan; improving public spaces, increasing town centre living, and bringing together mixed-used developments, including the possible creation of a public sector hub providing health and public services in the centre of the town.It will also focus on key sites to realise Dover’s full potential, as a place to live, work, visit, learn and invest.This comes at an exciting time for Dover with the upcoming reopening of the Maison Dieu following a £10.4m restoration, the ongoing construction of The Bench building, a business, education and creative centre and the new-look Market Square.The population of Kent has risen by almost a fifth in the last two decades, whilst housing stock had not increased in line with the growing population, as it had only risen by 9% in the last 10 years and, in particular, there was a lack of affordable housing in the county. The Kent Joint Strategic Needs Assessment also stated that the most affordable area was Dover and that just under 20% of households lived in the private rented sector in 2021, which demonstrates that there is strong rental demand, with a lack of affordable housing. With lower costs, Dover, which is where I concentrate my efforts, offers a better return on my investment.Looking at the eastern coastal towns in Kent, almost all have experienced significant uplifts in house prices.  This has been less marked in Dover, which, logic says, will catch up at some stage, making buying for the longer term a very attractive prospect.If you know anyone who would like to share in the investment potential in Dover, please get them to DM me or click the link in the comment below to visit my website and obtain a copy of my investment guide.hashtag#PropertyInvestment hashtag#Dover hashtag#KentProperty hashtag#RealEstate hashtag#BuyToLet hashtag#RentalDemand hashtag#HousingMarket hashtag#AffordableHousing hashtag#InvestmentOpportunities hashtag#PropertyInvestor hashtag#UKHousing hashtag#RealEstateInvesting hashtag#PassiveIncome hashtag#WealthBuilding",2025-04-25 12:58:57,10,11,0,education
85,Sarah Lethbridge,https://www.linkedin.com/in/sarahlethbridge?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAUhHRIBycWLdVa4qnVGky481rmM5phrRIc,"Very sad to say that today is Angharad Kearse last day with us for a while in Executive Education - Cardiff University Business School . She is going on secondment to support the communications of our Cardiff University / Prifysgol Caerdydd Research Service. It’s a better opportunity for her - she is someone that deserves to fly and fly high! Immensely intelligent and extremely competent, she has brought exceptional levels of professionalism to the team, juggling the huge variety of work that we do with quality and care and brilliant customer service. She was instrumental in propelling our work with local schools and Cardiff Council’s ‘Passport to the City’ to encourage children to consider University and business which we valued so much! I haven’t written a blog about her, not because she doesn’t deserve one, but because we’re not losing her completely, as we are with John Parry-Jones (His last day too! Argh!) and quite frankly writing it might send me over the edge! Thank you for all that you have done for us Angharad and John. We’re so grateful and we will miss you tremendously!",2025-04-25 11:46:57,30,10,0,education
